ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
26012,47,Male,Married,HR,10,61612.81,69,0.0,True,0,Both,Medium,HR,4.7,2.9,False,9,1,23,1,5,8,9,15,True,False,True,Yes,Tier-2
26013,38,Male,Married,Sales,0,194189.32,89,1.48,True,1,Both,Small,HR,4.2,0.3,False,6,4,23,9,5,1,6,44,False,False,False,Occasional,Tier-1
26014,59,Female,Widowed,Support,31,70379.12,44,0.76,True,4,Mental,Medium,Admin,7.6,8.2,True,5,6,20,8,0,5,3,11,False,False,True,Yes,Tier-2
26015,34,Female,Married,Support,15,49879.13,72,0.94,False,3,None,Large,Sales,6.2,3.0,False,3,4,14,0,2,10,2,54,True,True,True,Occasional,Metro
26016,44,Male,Divorced,Sales,34,92679.64,48,2.55,False,5,Both,Large,Sales,6.9,1.6,False,4,1,10,9,7,0,9,64,True,False,True,No,Tier-2
26017,20,Non-Binary,Single,Manager,40,128050.48,49,0.19,True,9,Mental,Small,Marketing,7.6,4.4,False,7,8,7,2,6,8,4,99,False,True,True,Yes,Tier-2
26018,46,Non-Binary,Single,Support,2,159457.56,39,0.95,True,9,Mental,Large,IT,8.2,10.0,False,2,1,5,7,1,10,7,91,True,False,True,Occasional,Tier-1
26019,19,Male,Divorced,Manager,32,143744.0,64,2.26,False,9,Mental,Large,IT,6.7,7.4,False,3,5,14,10,1,10,6,94,False,False,False,No,Tier-3
26020,46,Male,Single,Support,19,172172.06,71,1.15,False,4,Mental,Medium,Admin,8.1,9.7,False,3,4,18,3,2,4,5,57,True,False,True,No,Tier-2
26021,53,Male,Divorced,Manager,15,46022.73,88,2.09,False,9,None,Medium,Admin,6.6,8.0,False,4,6,8,5,3,5,5,73,True,True,True,No,Tier-1
26022,51,Male,Widowed,Developer,15,97007.02,56,0.07,False,10,None,Small,Finance,8.3,0.5,True,10,3,10,10,2,9,6,95,False,True,False,Occasional,Tier-1
26023,54,Non-Binary,Single,Sales,25,48657.6,68,2.65,False,8,Both,Medium,HR,7.1,0.5,False,5,6,6,6,10,0,9,25,True,True,False,Occasional,Tier-3
26024,59,Non-Binary,Widowed,Sales,28,33466.75,78,0.28,True,0,None,Small,Admin,9.0,9.6,True,6,3,30,0,1,1,4,24,False,True,True,Yes,Metro
26025,18,Female,Widowed,Sales,24,22073.5,53,0.58,False,3,Mental,Medium,Sales,7.2,4.2,False,7,1,7,1,0,0,5,4,False,True,True,Yes,Tier-3
26026,43,Male,Divorced,Manager,9,109901.09,73,0.1,True,8,Both,Small,Marketing,6.5,0.1,True,6,7,9,7,9,2,1,66,True,False,False,Occasional,Tier-3
26027,18,Female,Widowed,Manager,40,86122.33,46,1.06,False,2,None,Large,IT,7.5,7.2,True,5,6,16,10,6,2,6,11,False,False,False,Yes,Tier-1
26028,21,Non-Binary,Single,Support,37,61794.46,50,2.81,False,9,None,Small,Admin,5.7,9.4,True,7,0,17,2,4,8,8,100,False,False,False,No,Tier-1
26029,56,Female,Single,HR,4,168098.08,36,1.7,True,7,None,Small,Admin,8.1,6.3,False,8,7,9,9,7,3,9,84,False,False,False,No,Tier-3
26030,31,Non-Binary,Divorced,HR,6,156842.09,57,2.87,True,3,Physical,Small,Sales,6.9,4.7,True,4,3,0,8,0,1,2,83,True,True,True,Occasional,Metro
26031,63,Non-Binary,Widowed,Analyst,6,176793.02,87,1.51,True,9,Physical,Large,HR,6.6,1.1,True,9,0,29,0,4,8,2,50,False,False,False,Yes,Metro
26032,35,Female,Married,Sales,14,180360.52,41,0.24,False,7,None,Large,IT,7.7,1.8,False,9,7,21,8,7,0,1,89,True,True,True,Occasional,Tier-1
26033,51,Female,Widowed,HR,12,154224.02,69,2.42,False,8,Both,Small,HR,6.9,0.7,False,4,8,17,9,2,9,0,31,False,True,False,Occasional,Tier-1
26034,18,Male,Single,HR,37,168235.89,77,1.28,True,8,None,Large,Admin,4.8,7.6,False,5,0,14,1,8,2,10,83,True,True,False,No,Metro
26035,39,Non-Binary,Single,Sales,9,168790.06,70,0.25,False,5,Physical,Large,HR,4.9,8.7,False,3,5,24,9,1,7,9,27,True,True,False,Yes,Tier-2
26036,33,Male,Single,Developer,13,187074.83,70,2.72,True,0,Mental,Large,IT,8.5,1.0,False,7,2,28,2,6,9,8,75,False,False,True,Yes,Metro
26037,39,Male,Widowed,Manager,10,120624.05,41,0.79,True,0,None,Medium,Marketing,4.8,9.6,False,4,3,30,3,4,2,10,98,False,False,False,No,Tier-3
26038,33,Non-Binary,Married,Developer,4,148288.09,49,1.01,True,6,Physical,Small,HR,6.4,7.6,True,0,8,13,10,8,4,0,49,False,True,True,Occasional,Metro
26039,45,Female,Single,Developer,28,147051.38,66,0.15,True,8,Mental,Medium,Sales,4.6,0.1,True,4,3,10,5,5,4,1,15,True,True,True,Occasional,Metro
26040,45,Male,Widowed,Analyst,14,29566.24,51,2.96,False,6,Mental,Small,IT,6.2,2.4,True,7,6,26,4,6,8,0,3,False,False,True,Occasional,Metro
26041,39,Male,Divorced,Sales,7,61897.28,86,1.15,True,7,None,Medium,Finance,7.6,7.8,True,7,3,7,2,4,8,3,59,False,False,False,Occasional,Metro
26042,23,Non-Binary,Widowed,Developer,9,52203.1,68,1.89,True,5,Mental,Small,Admin,6.5,6.0,False,3,6,10,4,5,0,1,20,False,True,False,Yes,Tier-3
26043,42,Female,Single,Developer,12,49241.78,37,0.51,False,10,Mental,Small,Sales,7.3,9.4,False,10,8,3,7,10,1,5,67,True,True,True,Occasional,Tier-2
26044,59,Female,Single,Developer,8,80841.48,63,2.82,False,6,Mental,Large,Sales,6.7,3.5,True,10,10,17,10,7,8,7,67,True,False,True,Occasional,Metro
26045,19,Male,Single,Developer,16,89925.95,59,2.35,False,5,None,Small,Marketing,8.4,1.9,False,10,8,8,2,9,10,3,4,True,True,False,Yes,Tier-1
26046,24,Non-Binary,Single,Support,34,155128.11,53,1.22,False,10,Both,Large,Sales,8.2,7.8,False,7,7,29,1,1,10,8,67,True,False,False,No,Metro
26047,34,Male,Single,Analyst,14,41420.86,35,0.72,False,0,Mental,Small,Finance,4.8,0.8,True,0,6,21,2,9,7,2,23,True,False,True,Occasional,Tier-3
26048,52,Female,Widowed,Analyst,1,163690.01,76,0.3,False,6,Mental,Small,IT,7.2,5.1,True,5,6,18,5,0,3,0,97,True,True,True,No,Tier-2
26049,37,Male,Widowed,Support,13,182734.9,72,1.64,True,3,Physical,Large,Finance,6.3,6.3,False,6,3,16,4,8,8,4,87,False,False,False,Occasional,Tier-2
26050,61,Non-Binary,Married,Support,6,70305.43,80,0.94,False,10,Both,Small,Admin,5.2,7.1,False,7,4,11,5,8,1,10,17,False,False,False,No,Metro
26051,19,Male,Widowed,Sales,0,192591.54,72,2.41,False,4,None,Large,Marketing,8.5,2.2,False,5,5,18,0,8,7,7,67,True,True,False,Yes,Metro
26052,24,Female,Single,Developer,26,56293.64,71,2.25,True,9,Both,Large,Finance,4.1,4.8,True,10,0,17,3,6,1,6,57,False,False,True,Yes,Tier-1
26053,49,Non-Binary,Widowed,HR,10,185057.18,49,2.59,True,2,None,Medium,Marketing,4.9,4.6,False,3,0,20,7,10,0,10,91,True,True,True,Occasional,Metro
26054,36,Non-Binary,Widowed,Developer,18,57039.09,73,0.91,False,0,Both,Small,HR,4.8,4.1,False,5,6,4,8,5,0,5,34,False,True,False,Yes,Tier-2
26055,29,Non-Binary,Married,Sales,23,111128.32,76,2.06,False,10,None,Small,HR,5.0,2.3,False,7,9,20,8,8,9,3,81,False,False,True,Occasional,Tier-2
26056,26,Non-Binary,Single,Support,28,170787.21,77,0.96,True,1,Mental,Medium,Sales,6.9,9.5,True,0,6,1,3,9,0,9,99,True,True,False,Occasional,Tier-2
26057,44,Non-Binary,Married,HR,6,179452.26,44,0.89,True,2,Physical,Small,IT,7.3,6.7,False,0,10,9,7,5,4,6,90,True,True,True,Occasional,Tier-2
26058,31,Male,Single,Sales,22,89557.89,82,0.46,False,8,Physical,Large,Admin,7.8,0.5,False,2,5,12,7,4,1,10,29,False,True,False,Yes,Tier-2
26059,19,Non-Binary,Single,Support,12,30649.95,80,2.85,True,3,None,Large,Marketing,8.3,2.8,True,10,5,24,6,4,4,2,55,True,True,True,Yes,Tier-1
26060,38,Female,Divorced,Sales,35,112244.01,82,2.21,True,0,Both,Small,HR,4.0,7.8,False,6,0,3,10,7,3,5,88,False,True,True,Occasional,Metro
26061,21,Non-Binary,Widowed,Developer,33,195141.18,84,1.68,False,0,None,Large,Marketing,7.6,8.7,True,10,7,1,3,7,6,3,28,False,True,False,Yes,Tier-3
26062,38,Female,Single,Manager,2,185385.91,37,0.25,True,0,Mental,Large,Finance,7.9,8.8,True,8,7,20,0,3,8,5,18,True,True,True,Occasional,Tier-3
26063,65,Female,Divorced,Manager,0,151032.68,70,2.78,True,1,Physical,Small,Admin,8.6,2.2,False,7,2,27,6,8,5,2,89,True,False,True,Yes,Metro
26064,39,Female,Married,Support,2,29953.0,67,2.62,False,8,None,Large,Marketing,6.6,4.5,True,6,8,6,5,1,9,3,80,False,False,True,Yes,Metro
26065,19,Female,Widowed,Developer,12,30849.78,63,1.99,True,2,None,Large,IT,5.7,7.5,True,9,4,8,2,10,4,9,81,True,False,True,Occasional,Tier-1
26066,34,Female,Single,Analyst,25,177921.78,44,1.58,True,0,Physical,Small,IT,4.1,0.1,False,2,0,15,5,1,10,4,71,False,True,False,Yes,Tier-3
26067,36,Male,Divorced,Support,17,136440.72,89,0.11,True,8,Physical,Small,Marketing,4.4,9.6,False,7,0,21,4,6,2,4,51,False,False,True,Occasional,Tier-1
26068,57,Female,Married,HR,28,54347.83,39,0.22,False,8,Both,Large,IT,5.2,7.8,True,8,0,26,1,3,1,3,19,True,False,True,Yes,Tier-1
26069,41,Female,Married,Support,33,179237.94,80,0.22,False,8,Physical,Large,HR,4.4,1.5,True,2,6,10,5,3,4,3,14,False,False,True,Yes,Tier-2
26070,37,Female,Divorced,Analyst,12,66257.1,74,2.79,False,2,Mental,Large,Admin,7.1,2.7,False,4,8,16,2,4,8,0,63,False,True,True,Occasional,Tier-2
26071,55,Male,Widowed,HR,6,78899.22,70,0.81,False,6,None,Small,IT,7.6,7.3,True,6,3,27,6,5,6,5,18,False,True,True,No,Metro
26072,29,Non-Binary,Single,Support,2,194637.61,57,0.65,True,1,Both,Large,Sales,5.4,0.1,False,6,3,6,6,1,4,7,10,False,False,True,No,Metro
26073,42,Female,Divorced,Developer,26,104538.55,70,2.55,True,0,Physical,Large,Marketing,7.4,1.0,True,0,8,11,2,10,7,0,40,True,True,True,Yes,Tier-2
26074,40,Male,Divorced,Manager,22,47358.75,42,0.4,True,8,None,Large,Sales,4.0,9.2,True,3,0,9,0,5,0,1,7,True,False,True,No,Tier-3
26075,51,Male,Married,Manager,38,166481.35,44,2.87,True,6,Mental,Large,Marketing,5.7,6.4,False,10,7,6,3,8,1,8,64,False,False,True,Yes,Tier-3
26076,49,Male,Divorced,Sales,21,124450.11,86,0.65,True,2,Both,Medium,Admin,7.0,4.1,False,10,0,19,2,0,7,8,41,True,True,True,Yes,Tier-3
26077,41,Non-Binary,Widowed,Manager,0,80599.17,69,2.99,False,2,Physical,Medium,Sales,4.5,0.2,True,2,1,13,2,8,2,6,55,False,True,False,No,Tier-3
26078,59,Male,Married,HR,10,115270.24,78,2.13,False,9,Physical,Large,Marketing,5.7,3.7,True,1,7,17,6,4,0,9,51,False,False,True,Occasional,Tier-2
26079,42,Female,Divorced,Manager,3,127467.65,85,1.95,False,7,Mental,Small,HR,4.8,2.7,True,3,0,0,0,3,5,9,100,False,True,False,Yes,Tier-1
26080,20,Female,Divorced,Support,10,76127.49,75,0.44,False,4,Both,Medium,IT,4.6,6.7,True,9,2,25,8,2,7,1,75,True,False,True,No,Tier-2
26081,42,Female,Widowed,Manager,16,60570.83,84,0.05,False,5,Mental,Large,HR,4.0,2.8,True,4,1,25,0,2,6,4,30,False,True,True,Occasional,Tier-3
26082,45,Non-Binary,Single,Manager,17,166793.53,47,0.64,False,2,Both,Medium,Finance,7.2,6.8,False,3,9,6,2,10,5,7,89,False,False,True,Occasional,Metro
26083,29,Male,Single,Analyst,37,93908.97,82,1.02,False,3,Mental,Large,HR,5.3,6.6,True,2,8,19,2,7,3,6,7,False,True,True,No,Tier-2
26084,43,Female,Single,Analyst,25,114299.54,82,2.04,True,4,Mental,Small,HR,8.2,3.4,True,0,5,7,1,5,0,6,18,False,True,True,No,Tier-2
26085,65,Female,Married,Analyst,3,27068.09,60,0.07,True,1,None,Small,HR,6.6,2.3,False,4,2,17,8,1,6,9,18,True,False,True,No,Tier-1
26086,61,Female,Single,HR,17,47371.63,52,2.88,True,2,Mental,Large,HR,6.7,3.9,False,3,5,18,4,5,10,9,89,True,True,False,Occasional,Tier-3
26087,25,Non-Binary,Single,HR,10,60968.27,65,2.21,True,10,Both,Large,IT,8.7,3.0,True,7,9,21,10,6,9,10,46,False,False,False,No,Tier-3
26088,22,Female,Married,Support,35,182127.04,80,0.42,False,2,None,Small,IT,4.4,8.1,True,3,10,6,10,5,9,4,98,False,True,True,No,Tier-3
26089,28,Male,Divorced,Developer,9,74617.59,63,0.08,False,10,None,Large,Finance,7.0,3.3,False,4,1,26,1,1,8,10,25,False,True,False,Occasional,Tier-3
26090,59,Male,Married,HR,8,171150.6,77,1.8,False,9,Both,Large,IT,5.5,6.5,False,1,7,29,6,5,7,9,1,True,False,False,Yes,Tier-3
26091,52,Non-Binary,Single,Developer,30,105066.16,35,1.56,False,6,None,Small,Sales,7.0,8.9,False,5,5,10,9,9,8,8,71,False,False,True,Occasional,Metro
26092,44,Non-Binary,Married,Sales,26,86598.79,61,0.21,False,6,Both,Medium,Admin,6.8,1.4,False,10,3,14,6,3,0,0,6,True,False,False,Yes,Metro
26093,58,Non-Binary,Married,Sales,6,23080.53,62,2.9,False,7,None,Medium,Finance,8.2,1.5,False,7,7,4,4,10,10,4,43,True,False,True,Occasional,Tier-1
26094,61,Male,Single,Support,18,37140.91,77,2.91,True,2,Both,Small,IT,5.6,9.9,False,6,1,16,0,0,9,5,89,True,False,True,Yes,Metro
26095,55,Non-Binary,Divorced,Support,31,148646.46,57,0.27,False,5,None,Medium,Marketing,5.6,5.7,False,3,9,22,10,5,0,4,88,False,False,True,Yes,Metro
26096,36,Non-Binary,Single,Analyst,16,83487.39,77,1.33,False,2,Both,Large,Marketing,8.3,5.0,False,6,6,1,3,1,9,7,30,False,False,False,Occasional,Tier-2
26097,65,Male,Married,Manager,33,193929.92,49,1.41,False,10,Both,Medium,Marketing,8.1,8.1,True,3,1,28,8,1,8,3,90,False,True,True,Yes,Tier-1
26098,49,Female,Single,Support,30,122694.53,55,1.12,False,8,None,Large,Finance,7.6,7.4,False,2,3,8,4,1,3,0,30,False,False,True,No,Metro
26099,63,Non-Binary,Divorced,Analyst,30,148244.01,88,0.28,False,2,Mental,Medium,HR,7.8,7.7,True,1,7,4,10,4,7,2,37,True,True,True,No,Tier-3
26100,45,Female,Widowed,Developer,18,185288.02,62,0.63,True,5,None,Large,Finance,6.3,5.9,True,1,1,16,3,6,10,2,57,False,False,False,No,Metro
26101,53,Female,Married,HR,36,163664.99,61,2.34,False,6,Physical,Small,Marketing,5.1,6.2,False,5,9,15,3,0,8,2,99,False,True,True,Occasional,Tier-2
26102,35,Female,Divorced,HR,3,77148.66,78,2.89,True,8,Physical,Medium,Sales,5.2,4.4,False,7,6,18,2,10,5,0,3,True,False,False,Occasional,Tier-3
26103,27,Female,Single,Developer,29,81801.4,46,0.53,True,6,None,Medium,Sales,6.0,9.3,False,3,4,18,2,0,1,8,37,True,False,True,No,Metro
26104,49,Non-Binary,Single,Sales,33,46467.0,89,2.87,True,8,Physical,Medium,Marketing,7.4,7.3,False,0,1,23,3,3,7,7,91,False,False,True,Yes,Metro
26105,35,Non-Binary,Widowed,Analyst,10,84441.41,38,2.31,True,9,Both,Large,Marketing,7.9,2.5,False,1,7,26,9,8,0,2,45,True,False,False,Yes,Metro
26106,29,Non-Binary,Married,Developer,20,130786.79,62,0.84,True,9,Mental,Medium,IT,8.4,2.4,True,3,9,3,6,4,10,9,69,True,True,False,Yes,Tier-1
26107,25,Male,Single,Sales,21,148692.06,75,0.53,False,1,Mental,Medium,IT,5.6,2.9,False,6,5,6,7,5,9,3,46,False,False,True,Occasional,Tier-2
26108,50,Male,Divorced,Analyst,27,140197.1,75,0.8,False,9,Both,Large,Admin,6.4,9.0,False,0,4,25,0,5,3,4,32,True,True,True,Yes,Tier-3
26109,63,Female,Married,Developer,30,103770.48,49,1.28,False,7,None,Medium,Sales,4.6,7.6,True,0,6,3,7,4,5,7,19,True,True,False,No,Tier-2
26110,55,Male,Widowed,HR,32,74238.58,79,2.61,True,10,Physical,Large,HR,4.2,5.5,True,10,4,13,4,3,2,7,51,True,True,False,No,Metro
26111,31,Female,Divorced,Manager,19,88496.73,77,0.96,False,1,Both,Small,Admin,8.1,7.7,True,0,2,21,10,5,7,10,83,False,True,False,No,Tier-2
26112,19,Female,Widowed,Manager,1,82786.75,47,1.58,True,4,Mental,Small,IT,8.4,0.3,False,4,0,25,5,6,1,6,11,True,True,False,No,Tier-2
26113,26,Non-Binary,Divorced,HR,2,51152.48,81,0.36,False,6,Both,Medium,Admin,8.8,8.7,False,5,5,27,4,0,2,4,5,False,True,True,No,Tier-2
26114,61,Non-Binary,Married,Support,28,120526.16,83,1.52,True,0,Physical,Small,Finance,6.3,4.0,True,4,8,12,2,8,5,3,99,True,True,True,Occasional,Tier-2
26115,22,Male,Divorced,Support,9,121454.94,75,0.89,False,8,None,Large,Marketing,8.1,7.6,True,10,10,18,1,6,6,7,30,True,True,False,Yes,Tier-1
26116,51,Non-Binary,Married,Manager,13,79244.27,76,2.91,True,9,Physical,Medium,HR,6.3,3.7,False,2,3,4,10,1,7,4,60,True,True,True,No,Metro
26117,36,Male,Married,Developer,7,85612.79,44,0.08,False,7,Physical,Small,HR,4.5,2.6,False,9,8,25,3,2,6,2,57,True,False,False,No,Metro
26118,24,Non-Binary,Divorced,HR,36,130932.86,89,1.25,True,9,Physical,Medium,Admin,6.4,4.3,True,8,6,24,0,6,7,3,35,True,True,False,Occasional,Tier-3
26119,56,Non-Binary,Divorced,HR,38,57154.48,49,2.81,True,1,Both,Small,HR,6.2,1.7,True,0,7,27,8,3,8,4,66,False,False,True,Occasional,Tier-3
26120,59,Male,Married,Manager,1,132785.71,78,1.94,True,3,Both,Medium,HR,8.1,9.6,False,0,5,0,9,1,5,3,16,False,False,False,Yes,Tier-1
26121,34,Female,Single,Manager,13,184232.83,57,0.15,False,2,None,Small,Finance,6.7,1.4,True,5,0,11,1,3,7,2,60,True,False,False,Yes,Metro
26122,43,Male,Single,HR,9,46573.8,35,2.58,True,6,Physical,Small,Marketing,7.8,9.6,True,5,1,9,4,10,5,3,93,True,True,True,No,Tier-3
26123,63,Non-Binary,Divorced,Developer,25,53805.94,55,2.29,False,7,Both,Large,IT,8.8,4.3,True,8,3,17,0,5,9,0,22,False,False,False,No,Tier-1
26124,44,Female,Single,Sales,39,167231.03,87,0.38,True,9,None,Small,Finance,7.7,1.0,False,5,10,0,0,0,10,6,7,False,False,False,No,Metro
26125,60,Non-Binary,Single,Developer,39,72720.05,87,1.8,False,7,Both,Medium,Admin,6.8,2.1,True,8,10,29,7,9,6,8,20,True,True,False,Occasional,Tier-1
26126,45,Non-Binary,Married,Developer,26,168731.25,56,0.16,True,8,Physical,Medium,Sales,8.2,0.4,True,1,4,14,8,10,5,1,58,True,True,True,Yes,Metro
26127,37,Non-Binary,Married,Sales,20,34746.06,88,0.02,True,0,Both,Large,HR,7.3,4.8,False,3,2,25,10,4,0,9,29,False,False,False,Yes,Metro
26128,23,Female,Single,Developer,29,100762.33,55,1.03,True,10,Physical,Large,HR,8.7,7.8,True,7,5,13,8,2,8,4,91,False,False,True,Yes,Metro
26129,25,Non-Binary,Widowed,Developer,13,80986.12,65,0.01,True,2,Mental,Medium,Marketing,4.5,2.2,False,10,7,9,7,7,3,0,80,False,False,True,No,Tier-3
26130,49,Male,Divorced,HR,4,119776.59,73,0.19,True,2,Both,Large,IT,5.9,1.6,True,1,8,29,4,0,10,1,59,False,True,False,Yes,Tier-3
26131,36,Male,Widowed,Sales,14,104580.23,84,0.46,True,3,None,Small,Sales,4.7,4.5,False,2,4,21,5,1,7,9,81,False,False,True,Yes,Tier-1
26132,49,Male,Widowed,Sales,11,63499.49,61,0.44,True,3,None,Large,Marketing,6.6,5.3,False,10,3,16,10,5,8,10,52,False,False,False,Occasional,Metro
26133,36,Female,Widowed,Support,10,142808.86,48,1.25,False,9,Mental,Large,Marketing,6.3,2.8,True,10,10,7,2,2,8,9,1,True,True,False,No,Metro
26134,41,Male,Single,Developer,12,176905.31,35,2.88,False,6,Physical,Small,Finance,8.1,4.7,True,10,10,28,10,6,10,2,51,True,False,False,Occasional,Metro
26135,41,Non-Binary,Married,Analyst,11,77478.63,56,0.36,False,3,Mental,Small,Marketing,8.5,6.5,True,5,8,6,5,2,6,9,79,False,True,False,Yes,Tier-2
26136,34,Female,Single,Sales,18,115967.39,81,0.24,True,3,None,Large,Sales,7.3,4.8,False,8,5,1,0,3,9,1,88,True,True,True,Occasional,Tier-1
26137,35,Non-Binary,Widowed,Manager,34,121721.22,79,1.7,False,9,Physical,Small,HR,7.2,8.1,True,2,0,29,8,2,3,5,26,True,True,False,Yes,Tier-2
26138,29,Non-Binary,Single,Sales,37,46590.38,70,1.84,False,9,None,Large,Finance,6.3,7.0,True,4,0,25,10,5,9,4,92,False,False,True,Yes,Metro
26139,58,Non-Binary,Divorced,Support,30,137648.73,80,2.91,False,9,None,Large,Admin,7.9,3.1,True,0,9,5,9,7,9,8,40,False,True,False,No,Tier-3
26140,40,Male,Widowed,Manager,27,25698.34,40,0.24,False,2,Physical,Medium,Sales,8.7,4.6,True,10,3,16,4,2,10,8,12,False,False,True,Occasional,Tier-2
26141,65,Male,Single,Support,6,85592.86,39,0.47,True,5,Both,Medium,Admin,7.4,0.9,False,10,8,16,4,6,4,3,59,False,False,False,No,Tier-3
26142,35,Female,Married,Manager,15,92436.36,82,2.7,True,4,None,Small,Admin,4.4,0.5,False,2,2,6,5,1,5,4,9,True,True,True,Occasional,Tier-1
26143,33,Female,Widowed,Manager,1,29801.24,69,1.22,True,3,Physical,Large,HR,6.7,7.0,False,1,1,18,6,8,2,7,57,True,True,True,No,Tier-3
26144,33,Male,Married,Sales,31,71430.19,51,0.94,False,2,Both,Medium,Sales,7.5,9.0,True,8,1,22,2,0,10,5,42,True,False,True,Yes,Tier-2
26145,53,Male,Divorced,Sales,5,158741.33,90,0.63,False,7,None,Small,Finance,6.9,9.3,False,1,4,20,6,2,1,10,94,False,False,True,No,Tier-1
26146,40,Non-Binary,Divorced,HR,22,130906.21,87,1.18,True,6,None,Medium,Admin,5.0,0.6,True,3,5,18,1,7,0,2,100,False,True,False,Occasional,Tier-2
26147,39,Male,Single,Support,29,43054.79,89,0.84,True,6,None,Large,IT,4.6,9.5,False,6,10,28,8,3,7,1,24,False,True,True,Occasional,Tier-2
26148,56,Non-Binary,Single,HR,13,187559.74,42,2.16,True,7,Mental,Medium,HR,5.9,4.0,False,10,8,25,8,6,3,7,17,True,True,False,Yes,Tier-2
26149,50,Male,Divorced,Manager,15,175257.16,46,1.05,True,10,Both,Medium,Sales,5.5,4.6,True,8,4,25,0,5,10,2,79,False,False,False,Occasional,Tier-2
26150,41,Non-Binary,Widowed,HR,12,25791.55,85,0.15,True,6,Mental,Small,Marketing,7.9,6.5,False,6,4,8,10,0,3,1,36,False,True,True,Occasional,Tier-3
26151,37,Male,Widowed,Analyst,4,71573.07,76,1.49,True,2,None,Large,Finance,6.3,4.3,True,10,1,12,5,5,10,1,48,True,True,False,Yes,Tier-2
26152,50,Male,Widowed,HR,9,171298.74,71,0.95,False,2,None,Medium,IT,4.6,2.8,False,10,6,24,7,7,1,0,71,True,True,False,No,Tier-3
26153,48,Female,Divorced,Manager,29,31784.4,74,1.02,False,4,None,Medium,Finance,5.2,2.5,True,6,7,0,3,0,8,3,83,False,False,True,No,Tier-1
26154,57,Female,Married,Developer,14,146527.84,41,2.06,False,9,Physical,Large,Marketing,5.3,3.4,False,5,8,30,1,1,10,3,48,False,True,False,Occasional,Tier-2
26155,25,Non-Binary,Married,Analyst,40,126841.26,53,0.62,True,3,Both,Small,HR,7.7,0.6,True,7,0,1,5,7,8,7,88,True,False,True,No,Tier-3
26156,27,Female,Widowed,Sales,31,140849.13,85,0.34,False,7,Both,Medium,IT,5.0,5.8,True,0,3,21,9,3,9,9,50,False,True,False,Yes,Tier-3
26157,18,Female,Single,Analyst,5,167836.65,73,1.71,True,8,Mental,Large,Admin,4.3,7.7,False,1,7,24,7,8,5,0,69,False,False,True,Occasional,Tier-1
26158,38,Male,Single,Developer,19,175813.01,55,0.72,False,8,None,Large,Sales,7.6,3.7,True,2,5,0,7,2,5,7,12,False,True,True,Yes,Tier-2
26159,42,Non-Binary,Divorced,Developer,4,51988.31,65,2.34,False,4,Both,Large,Finance,7.3,0.8,True,2,8,2,9,6,10,5,62,False,False,True,Yes,Tier-3
26160,49,Female,Single,Support,7,52311.9,41,2.56,False,8,Both,Small,Admin,4.1,6.5,True,7,10,7,0,9,8,6,27,False,True,False,No,Tier-2
26161,63,Female,Divorced,Manager,9,71527.87,65,2.79,False,2,None,Medium,Admin,5.4,3.4,False,8,8,24,6,10,9,5,22,False,True,False,Yes,Tier-1
26162,63,Male,Divorced,Support,28,30550.07,46,0.41,True,5,None,Large,Admin,8.5,7.6,False,1,10,25,0,0,4,3,50,True,False,False,Yes,Tier-3
26163,27,Male,Single,Developer,15,69451.46,85,1.54,False,8,None,Small,Sales,8.8,5.5,False,5,7,17,9,3,7,1,91,False,True,True,Yes,Tier-1
26164,65,Male,Single,Sales,6,184455.66,71,2.36,False,2,Both,Large,Finance,7.2,3.8,False,3,2,0,0,10,2,4,58,False,True,False,Yes,Tier-3
26165,26,Non-Binary,Widowed,Analyst,17,99192.01,73,2.14,False,5,Physical,Medium,HR,4.9,9.2,True,5,2,1,4,2,7,10,61,True,False,False,Occasional,Tier-2
26166,37,Male,Widowed,Analyst,30,21202.15,77,0.56,False,2,None,Large,Admin,4.3,0.1,False,7,8,15,10,8,10,3,4,False,False,True,Yes,Metro
26167,65,Non-Binary,Single,Analyst,28,80739.49,84,0.74,False,10,None,Large,HR,4.8,6.9,False,6,5,26,10,4,6,5,65,True,True,True,No,Metro
26168,37,Male,Widowed,Support,36,65460.58,66,1.86,True,10,Both,Large,IT,6.1,1.6,True,2,2,30,2,0,3,1,8,True,True,False,Occasional,Tier-3
26169,57,Female,Widowed,HR,1,132322.24,55,0.21,True,3,Mental,Small,Finance,6.4,9.8,False,1,10,26,10,0,8,7,12,False,False,True,No,Metro
26170,24,Non-Binary,Married,Analyst,19,117607.72,39,1.53,True,8,None,Medium,Marketing,7.9,0.7,False,8,4,30,10,4,6,8,10,False,True,False,Occasional,Metro
26171,28,Male,Widowed,Developer,39,23631.07,49,0.62,False,8,Both,Medium,Finance,5.7,0.6,False,1,7,10,6,2,6,2,67,False,False,False,No,Tier-2
